MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.700645816807774,40,6.783839691883678,1.1714160571227887,5163,1.0,38.79866138293002,-118.32695831722903,381633.3484445194
3.013839927624105,1,6.000867721143863,1.6295084493464835,2277,2.972330135040583,35.85856030005503,-119.28523682048944,242237.53477796933
5.224619523186016,4,4.9576731815941555,1.3087355180807678,7551,4.076041063764532,35.87417393662516,-118.36224186806153,363820.487964169
9.641926176330703,30,7.0464893662563,1.568998244285189,4853,3.40061134003709,38.53352464586637,-116.11731748534197,581838.6194230479
2.818183807838299,12,5.9938040500979195,1.3825645074101336,6132,3.0269377876323196,36.474619447128134,-117.89878175832236,258148.9534947079
2.818216195838107,35,3.7657161477223515,0.5984913704550839,5556,2.0743574147478756,34.38783719172282,-114.23312385520266,239817.0831116083
10.028679826769581,13,3.441169754013851,0.8029147279460993,5996,1.9017559659381786,37.51075867456381,-119.21412722138147,576811.4229081353
5.681437663100727,31,6.226972316680792,1.673195111968658,1392,3.1827715012936917,34.7804061190279,-114.05794485723352,450464.9841056644
2.3901782143701498,38,5.594550434701026,1.3207286603907045,6932,2.941470427623468,37.429985679815076,-119.92528985131314,258174.0253141909
4.853946233538566,43,5.2546216519559925,0.9973059373188894,1471,3.852507291168034,38.6778286457314,-117.28984220562612,362746.50064640056
2.400333329571186,23,3.730253295696639,0.9330566157912596,602,3.4406012175827914,39.57693782396364,-118.48912936091635,230144.52878721053
2.3964516699921,4,5.911921350508631,1.2073518776373033,7447,2.2569361070381735,34.40231564169543,-116.60228718524992,220387.81306731777
3.9328863247536923,16,3.866751675299076,0.8960462040204977,7816,3.256132850672928,35.82379950257494,-119.42069500811357,280437.2362268336
0.8699703300894859,7,4.847020018109483,1.081538864108888,1607,3.0904219788460283,37.9147838980478,-114.74506274922582,126549.30019332402
0.9925851439361333,22,7.17041621958047,1.4855399443499697,6551,1.3358822441155886,35.89271801706874,-119.18084159753222,184767.32579214693
2.239827221272035,29,4.008748646284781,1.033582466555056,5645,2.580869790059444,36.70615366715823,-116.47566400536329,233804.898139374
1.6339791165155555,11,2.6405161143907083,0.7461607846821652,3746,3.060064370210336,34.120545175265775,-119.79991882167275,170686.66154630415
4.137009288971323,33,3.4211792121948346,0.5158518258076907,6354,2.8866313057468713,38.16098803697104,-118.13404741715755,297097.6032824131
1.7583627969891757,29,6.491448240031435,1.8827957325980513,4212,3.315740451093843,39.29968078907208,-119.10166258633953,220253.36918575125
1.2353908639859539,39,5.382096706070314,1.220268095263342,6041,3.0783505323330824,39.86115788687773,-114.1329201255298,148346.212500964
9.26231611918219,12,4.8066839319668695,1.226232090288886,6273,3.3406865248086834,38.98320009373458,-119.92787179421755,592603.5554209774
2.834758050105035,7,4.236359292032645,1.1791638560164834,3917,3.1668702158504813,34.190657574543266,-117.88562795692224,221234.97516164245
3.4808264223560723,39,5.728039861329785,1.260544264542037,6945,2.9767720839700433,37.911123809060854,-118.1833435359825,296028.1807890367
1.22467593929698,42,3.726342723514665,1.0256613429181984,5917,3.1595435730364465,36.973955477883216,-116.05575845050949,152373.08046789694
2.2680764486892726,48,5.458498352963894,0.964205376737079,7802,2.6384640451080688,39.62737295928349,-119.66173219951773,267603.03562435985
3.588182521180338,26,3.9031181467805647,0.6786551758480575,5674,2.584312841621836,39.41283318816391,-115.13629336993642,303653.8218379043
1.4833521544226878,40,3.653510922087419,0.9083384623744712,4651,3.0983997297720696,39.928277046293246,-117.2008572197591,180006.54151110808
4.318847623459076,9,4.0437688477624825,1.1343639040066522,5610,1.0,39.17160534557009,-117.28336457543223,281403.4895106028
2.180497184444608,41,4.436888830274057,1.2594726853841824,7017,2.629161190625271,37.2813528031429,-118.63926071770759,230768.99646665982
2.7069278986956826,34,4.926755246099445,1.2147460389804008,4159,2.2938278443060884,38.28940309246063,-117.05971939618107,253708.9599656598
2.1788677724363748,45,5.353183692666671,1.2249336105742727,5426,2.170284916851809,39.78806341819924,-117.81663926798785,261509.4984303462
12.141079822413229,13,1.0,0.19970896315447742,1419,2.684775068868455,37.468700366599556,-118.52918138248639,674590.2207993385
3.288895988586959,36,3.7885241633798525,1.1251919127000325,5052,1.6596667941328571,39.03987512207358,-118.98799836947124,274175.6093226224
1.5834442027728606,25,4.412645033965941,0.8735022927171153,4727,2.6895499935409566,39.65325925673236,-115.62998659275893,202253.54073345364
5.904893644957055,24,7.257593057912495,1.8987889475327142,5088,3.23132609434321,37.42322614749276,-119.14774215994017,400124.7743026675
1.4125681702817976,44,3.379996087426802,0.7767138734531958,6173,4.050420397092026,34.95492547648106,-118.99210802315467,179856.99212625687
3.8428124850848895,17,5.244194927149869,1.2653028400394064,6483,5.199173127662498,34.93338035884128,-116.53757191642025,302460.05375386064
0.8421736197938586,2,7.242545464603756,1.5138519362518799,2657,1.1714494267304556,34.691903045007756,-118.64353495606657,152664.32218550105
1.3103178819730934,13,3.030547205079091,0.8931733847062027,1081,2.066086442355754,36.85793908164964,-117.24374125893677,162273.88939293983
3.8106617629093438,31,5.590962838796604,1.3180826219421644,1295,2.6892936012714803,36.88084946963652,-116.68249588316132,329284.7931601883
5.567391356015459,29,3.7965922490982194,1.1035484247297371,3697,3.1382699999991277,37.704227130227224,-118.35342145810901,405523.4904018494
3.7432633963569195,28,4.243049386566148,0.6412890210459065,2383,3.364538112429236,36.89723688472448,-117.938674494783,297340.6051440109
3.061932346141374,27,3.795333749070028,0.8953214610832356,3867,2.3898774597725834,39.83833009290415,-118.73875903768592,219661.66734520675
2.689156062796842,15,3.9022140373761713,1.0051246178826423,5798,1.0,35.74786492359372,-117.23745306502624,195932.0393267604
1.1794339343719553,31,9.082868221859739,2.37754998468703,6544,4.034604354195694,39.24289975326792,-114.04560054397558,226983.74513555758
2.0059325284901464,40,6.266683808107499,1.7906831669820564,1309,3.502665455172853,34.60198256570317,-117.8237285947903,253973.99190261308
2.4050071110433833,15,6.652606792679314,1.002283344995493,3433,3.7132333141794196,37.611506068220386,-116.08001772453876,240393.05219580058
6.958650475539528,33,5.737990230254744,0.8609827021290072,3768,2.785348065416878,37.8899513041572,-116.184633293884,477710.5687481505
4.222945214304225,20,2.590614817397063,0.5721101304972547,5368,3.351162007814965,38.6333807594587,-115.28110900290515,283356.6715906148
0.966447686297755,42,5.592436955484961,0.8634390230880105,5720,1.0003437403783024,37.018133277671204,-115.72848937649741,171915.27080762383
4.1655935671097275,12,6.60939442176102,1.957569666864246,3484,1.9296268566423953,35.18335772215182,-119.9293215961679,318464.69373473414
2.535630701942427,37,3.7199007889413327,0.6818941810371376,1072,4.19425740439952,36.21398567538064,-118.14469744497796,243251.71347770066
2.067116414829328,9,6.44799000074169,1.424359117408423,1706,3.030913882374933,35.632969098973774,-114.77859913273248,225864.21283671257
5.0945605014002515,23,6.056504314781118,0.9640176952118463,5404,4.8692812869874125,36.51463309381121,-116.76269868853726,375952.9449712558
6.832561676757647,8,7.778060067220505,1.7757876009296822,5474,2.025294217807211,37.1798098462762,-119.37465548286806,459910.612989746
6.371889710131785,32,4.373325481229572,0.9052495927628978,3580,5.552147100583808,37.7504217482635,-118.34317867395522,451081.86286232097
1.8451263061074894,48,3.35358352658641,0.5255031995588911,2960,5.695378139261392,39.070731669500574,-118.29968330824451,235253.64070869662
2.6739354456712725,14,4.457557835941182,0.892709045545047,2241,2.3550796121297317,39.46006192636214,-114.76093587365347,264564.6326453729
4.186580964846688,27,7.153356489745435,1.4930156827990086,4505,2.5455665207305516,36.77548770940821,-116.67959237357647,345082.46355460846
6.57241660446735,25,2.2573911787370555,0.6738046831175004,5425,4.252001912941718,34.532028624137524,-116.3500582749276,404934.70285602735
2.374004124403211,13,1.8974364268534516,0.34378299792921985,3113,2.4372228099730995,38.782391137610325,-117.79761185639975,193175.67445907043
2.915492374972365,21,5.13409291839742,1.1896563125634478,2215,2.734392756711779,36.86294635084234,-119.6381376958536,252714.07619408728
1.5304556755136933,45,4.336116060838766,1.2925846306252178,6747,2.2667955554073953,37.27867960822757,-119.54851030201932,201072.72023573506
1.437140482305411,31,5.011591839763527,1.3471303258818421,5745,2.293721075623683,37.57476483983763,-117.47770475023343,199623.32960854136
5.863625367408634,37,6.417967656853798,1.9190052223327094,2069,3.1179660582314415,38.00720655245194,-118.93503672954243,442352.89874372445
8.579434652394042,48,4.171145980821722,1.23150894063794,1176,2.72638303785142,39.34060516019505,-119.37442464279363,563101.3870586086
3.1569075180432686,43,2.190491253604069,0.48942350082819824,5540,1.0,39.71287717126115,-118.42653873101293,274443.3808501154
6.7024493118413035,5,8.066722335799916,2.0526289437093688,2333,4.441088463735742,39.64101591434972,-115.54772183639594,499652.78552205
4.276544046015673,13,3.504157568841836,0.5836751532058846,6913,4.599344912751498,38.85678191369821,-119.56189017361723,283889.3052628121
2.1136497060955644,28,3.4114443169818536,0.7374598453696481,3013,3.512395967073947,39.335453521502814,-117.31064454457292,218457.03951036886
4.275824391249746,43,6.655580020583894,1.806010150016405,1300,3.1257625812260588,34.29792861369015,-115.04347704261583,366934.24492095446
9.74374554420586,25,4.423266318437723,0.9987748534849256,1641,2.0641430319453957,39.09467599872794,-118.39245110915682,586259.67330735
3.237889642316909,35,4.904915221947784,1.2527391606691516,5711,2.5381357818302206,34.43359142112415,-118.18875470861752,270129.698823062
9.926922981294227,47,5.724185186090477,1.4989505852540617,6231,4.089159144601772,38.47716344551784,-114.69475632837599,629997.1101204356
0.5305603467807298,39,6.625374654664993,1.2457054018193046,3552,3.597919856793742,35.016181729561985,-116.09997851841744,206142.8054879538
5.9022388973851845,7,4.499808960227342,1.2660433267589644,2531,3.4552813833759566,36.160662674871666,-115.21372742919712,411111.0081087968
3.5287120561945127,38,7.279928008871449,1.5941103304131807,2008,3.4977812056797024,35.10510207492557,-118.264774700737,315353.70097233425
2.693105139046397,32,1.7963002268977917,0.326078366433556,1610,4.062492304498355,36.66076981982366,-114.01932285474385,242289.82482300946
3.5403746099788522,3,6.139680855429615,1.7179587265246292,4829,3.912490926546721,36.47048466289972,-119.15462178054014,262341.58864779636
0.8258862389232883,45,3.740708662973514,0.7955470635792642,1412,3.6894056709329646,34.288377063836464,-114.22837747437428,158351.18697052627
2.846897140368353,39,7.058406974911987,1.8531626285001932,5743,2.6517518052249875,38.9829876706165,-114.58740528508989,316702.76118701725
4.2630241383472995,37,5.213066718245818,1.2104999531313316,5822,4.684377452121667,39.12511897476655,-116.68863210536874,380306.3772884823
9.342051093771815,22,3.9906420019858975,0.8271833183737269,1555,2.5150813088856276,38.72504346402997,-116.48822112025712,538027.6807679987
2.3099152769323776,8,5.994261639532449,1.627330915044031,7000,2.131239042581817,39.085639619387614,-115.34971272913633,220053.6692126635
1.885238763706225,17,6.339782520810878,1.5067792166086384,7607,2.4362128999450237,38.50527421186776,-118.15930736284764,217598.3975104358
2.3367710177827163,27,5.962841184287957,1.243755146049293,6170,1.8087791539894722,39.624906672238865,-116.83518130767291,235636.00916283322
6.301460818000027,33,3.4554556405504093,0.5751249329688355,4689,3.5835759154856968,37.45835350119883,-114.58574523762297,426061.8373514579
4.17922480823052,46,4.273974314566873,1.2151626878557584,6141,2.9864368373998635,37.495855279517116,-119.59050577659083,327306.80887316377
2.291411165757462,17,4.993890744317848,0.7756532967390583,2250,4.128650228853584,39.15945945055115,-114.56682798385668,239557.47360108836
4.755430381126387,42,4.938110521024909,1.3800937571425202,3671,1.0,36.09649328031158,-115.62733236426452,364975.8015315289
3.553575517150615,12,6.124618213157522,1.2493867686739275,6887,3.210895056534624,34.30049412521542,-115.3809310263632,298336.88615188637
